tw_id,text,location,long,lat
972947937637658624,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",,,
972947910160801792,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz","Near Eastside, Indianapolis",,
972947817596706816,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",,,
972947584875728897,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz","Chicago, Illinois",,
972947517980717062,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",,,
972947359138131968,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz","Phoenix, AZ",,
972947337319350272,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",California,,
972947222772858880,God I?m sick and tired of Prius drivers so much. Like why on earth and your driving so slow the speed limit isn?t that low!!,"Fremont, Ca, U.S.A",,
972947213205647360,@shoehefner Destressing them might look sick.,"Fremont, Ca.",,
972946839530909696,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz","Pasadena, CA",,
972946771008720896,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",,,
972946678092390400,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz","Texas, USA",,
972946674636161024,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",,,
972946163010646016,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",SW Washington,,
972946142748065792,"@SWEGTA @lillbrorsan @MetricAfterDark Yooo, that?s sick!","Fairfield, CA",,
972946111987048448,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz","Oregon, USA",,
972946085994905600,RT @Himthatdude_0: Y?all gone be married somewhere between 30-35 to a chick with a fake body and be SICK when that body start expiring ? no?,c a l a b a s a s,,
972946051027087362,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz","Oklahoma, USA",,
972946021889159168,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",San Francisco ,,
972945684973412355,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",,,
972945604534992899,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz","Rockville, MD, USA",,
972945556673675264,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",,,
972945397701210112,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",,,
972945382127759360,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",UK,,
972945347646341120,Accurate https://t.co/eZIUWTZYeM,Antioch California,,
972945240612134917,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz","Shreveport, Louisiana",,
972945200048934912,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",,,
972945171041210368,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz","Florida, USA",,
972945148622487553,"Anointing Mass held on the first Saturday of each month. Next Anointing Mass is Saturday, April 7, 2018 at 11:00AM.? https://t.co/pOfVBrGTkh","Oakland,California, USA",,
972945072101756933,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz","Pennsylvania, USA",,
972944902022627328,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",Florida,,
972944501722533888,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz","Iowa, USA",,
972944498836742144,RT @call_me_boston: This is sick https://t.co/ivFwocTqmA,"Kampala, Uganda",,
972944461595627520,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz","Massachusetts, USA",,
972944458647003136,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",United States,,
972944373167132677,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",,,
972944353835466752,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",,,
972944251221786624,"i?m sick of getting curved and ghosted by men, pussy wya","Berkeley, CA",,
972944209249472528,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",New York - Odessa (UA),,
972944068752871425,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz","Manhattan, NY",,
972944054970408965,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",,,
972944004881895424,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",Location: Fascist Amerikkka,,
972943982522073088,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz","Bay Area, Ca",,
972943947726229506,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",U.K. ,,
972943868856602624,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz","North Carolina, USA",,
972943836245733376,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",Location Unknown,,
972943774144966656,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",,,
972943717530243072,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz","Baltimore, MD",,
972943716934709250,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",Germany,,
972943685372362752,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",,,
972943642984935425,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",,,
972943595559821312,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",,,
972943562944974849,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz","NY, MA And where patriots live",,
972943539456880641,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz","Jersey City, NJ",,
972943536113856513,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",San Francisco Bay Area,,
972943533446328320,@shoe0nhead @RoamingMil The best part about this tweet is that it still hangs onto that idea that people ought to b? https://t.co/XgOtJ89sPv,"Mountain View, CA",,
972943500026269698,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",,,
972943484368904192,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz","New York, USA",,
972943441633140736,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",Kyiv,,
972943381650464768,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz","Nebraska, USA",,
972943372167065600,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",United States,,
972943367821840385,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",Telling PennyAnne what to do,,
972943339812110338,"RT @McFaul: This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz",,,
972943124166094848,"This is sick.  Remember, Kiselev works for Putin. https://t.co/tdCDBABhAz","Stanford, California",,
972943107229597696,@mwshapiro @AVLreporter I'm getting so #fkn sick of power-mad assault cops... ?,Ohm,,
972943045585850368,@daisynoemixoxo I think you got me sick ?,"San Francisco, CA",,
972942974110679040,This is sick https://t.co/ivFwocTqmA,"Antioch, CA",,
972942374845390848,Yo last night was sick ?,"Bay Area,California",,
972941817913200640,RT @ChausterLoL: @clgaming sick background,,,
972941761797672962,@Thomas1774Paine Outrageous disgusting evil slimy pig of a ?woman? so damn sick and tired of hearing her stupid nam? https://t.co/jJPZUStsgq,"Sausalito, CA",,
972940065939668992,@ChrysanthePappa: I?m actually quite sick right now so I will let you know if I?m feeling better by next weekend to? https://t.co/AYtZoJgMVG,"Monterey, CA",,
972940062362079232,"Sick the position result that came with aggregate direction medications, Angela Sharrer of Advanced City has been e? https://t.co/vYgTanddAb","Oakland, California",,
972939940207013888,When you?re so sick that even water doesn?t taste good. RIP,"San Francisco, CA",,
972939818442346498,RT @lizlogan76: @kkcharityacct @phaedra1203 @briantcairns @KingDavidsRealm @BettieRose100 @SallyAlbright @total_janarchy @raventerp1 @Capri?,United States,,
972939622027112448,Showtime! Day 2. Was feeling sick this morning but I seem to be mostly okay now. Hope my Scene 2 entrance is much s? https://t.co/RjQR4SVrP6,"Berkeley, CA",,
972939518331334657,@clgaming sick background,"San Jose, CA",,
972939515781267456,@kkcharityacct @phaedra1203 @briantcairns @KingDavidsRealm @BettieRose100 @SallyAlbright @total_janarchy? https://t.co/i4frNY2sVj,"Martinez, CA",,
972939099999944704,Either I'm feeling like this because I'm getting sick or baby E is getting ready to make an arrival.,Clearlake,,
972937547956416512,"This is so different from the last few Ministry albums, reminds me of the older stuff. This whole album is pretty f? https://t.co/qwUgXb6h0K","Oakland, CA",,
972937334541946880,Your priorities piss me off. We help you&amp; you EXPECT us to jump for you? Uh fuck no. My sick kid will ALWAYS come b? https://t.co/BAonucaZ9V,Belmont ,,
972937311909392384,@kenesu OMG dude this looks so legit AHHH I love these!!! This is so sick!!,"Laguna, CA",,
972937083823144960,RT @TinoHutchins: I?m so sick....? https://t.co/1OwqncJfJ8,"East Sacramento, CA ",,
972936818537545728,@latimes @KDWRenoGirl Sick of that bullshit narrative.,"Castro Valley, CA",,
972936489670594560,"It might be a 102F fever talking, but why there?s no congee place near downtown SJ?
Did the sick people all get a BF to cook for them?","San Jose, CA",,
972935068317437952,"I can't believe I'm saying this, but I'm so sick of eating out ?","Oakland, CA",,
972935056644759553,@TobieMcG @GartrellLinda When a child the age of five or seven is allowed to make a decision about whether they are? https://t.co/QwwoSe8K53,"Napa, CA",,
972934421740339201,"@fred_guttenberg Agre with h you, I?d do the same if on of my beloved were murdered by one of those sick and devil? https://t.co/5nMEzkJBzH",,,
972934298029322240,Pair of thieves underwear is underrated af. Them joints only like $5 at target. Smfh.,Antioch California,,
972934152608608256,Mister Rogers' friends had some sick jams https://t.co/ICbbrethvO,"San Francisco, CA",,
972933574092513280,I don't know about yall but I think some shoes look more sick when they're creased and fucked up rather when they'r? https://t.co/dK2KXJuGMz,m.i.a,,
972933015004332032,My life is officially over. Momma Bailey asked for @YouLoveMalik number! I?m sick! ????????,"Berkeley, CA",,
972932882049089536,@jonfavs That?s because Maxine Waters IS stupid!!!! She?s a sick joke! She?s so DUMB her vocabulary has gone down t? https://t.co/hQKXZ6MkzG,"San Jose, CA",,
972932702994182144,@liddoleeah You look sick ?,"Antelope, CA",,
972931865651773440,Damn I just woke up. Fuck being sick :(,"Sonoma, Ca",,
972929956043984896,When I'm drunk don't leave me with nice people who smoke squares. I feel so sick rn i smoked 6-10 cigarettes last night ?,Fremont,,
972929853338062848,i dare you name a song with a sick oboe solo that isn?t kiss from a rose or crazy for you because i don?t think there is one,"San Francisco, CA",,
972929838372630528,"I loved Derrick rose pre-injuries. He and Westbrook are the most athletic freaks I've seen play point guard, but I'? https://t.co/ceUr6wD3Aa","Sacramento, CA",,
972929468841934848,@megamanwastaken nah joe youre sick dw,"Berkeley, CA",,
972928631323353089,"@LindaJohnsen7 I agree. It?s a throwaway society, whether it?s a pair of shoes or something living and breathing, i? https://t.co/Q2w3rjR4gd","San Francisco, CA",,
972928324799381504,"Alright alright alright, still sick bug I think I've got enough gumption to get these rooms out and ship this thing? https://t.co/4aZTuhOIhq","San Francisco, CA",,
972928267496734720,"super rough but here's some in progress music

https://t.co/q2Y4SYuWLX","WOODLAND, CA",,
972928146910490624,why do i feel like im gettin sick ?,north vallejo ,,
972926173414965249,People Are Sick of Seeing ?Sent From My iPhone? on Your Emails ? Here's How to Change It https://t.co/d8wJs51x5j? https://t.co/LKAr4gXW1Q,San Francisco CA,,
972925714331721728,This tattoo is about to be so sick,"Stockton, California",,
972925126692937728,I?m sick smh,"Stockton, CA",,
972925107524943872,Come on #Warriors don't fuck it up for #DUBNATION. We need this win. IDGAF who is sick. Pump em full of drugs and make the win #GSWvsMIN,"Emeryville, CA",,
972924571710976000,"In a movie, the plot twist happens when the protagonist is sick and tired of things! And im sick and tired of this? https://t.co/8mS6HaJw6y",san francisco,,
972924528463622144,"@08_diane08 @EdKrassen They are misogynistic, racist, narcissists that are stark raving mad. Rebels with a POTUS wh? https://t.co/5BywEA1xiq","San Francisco, CA",,
972922586945474564,I?m so sick of @johncena bursting through my shows on @nickelodeontv &amp; @teennick https://t.co/O05szQE5to,Vallejo C.A.,,
972921531222257665,? I love it when people get me sick ? https://t.co/RnkJ3XRdOb,"San Francisco, CA",,
972919446254882827,@jasperisdead @Pouyalilpou @_MXTXM Sick. Keep that shit up.,Mt. Diablo,,
972919241581080576,"... me felt sick. Nauseated and cold sweat. I felt shortness of breath as well. After that, I felt that presence wa? https://t.co/1HhEgkma85","San Jose, CA",,
972919041726689281,@RealJamesWoods I cannot even CONCEIVE of why any person would abuse an animal or hunt an animal for pleasure.  sick sick sick people.,"Santa Cruz, CA",,
972917452416761856,Black Mirror is doing the most this is so sick https://t.co/GgIyQR1rS8,"San Francisco, CA",,
972916673060642816,@realDonaldTrump Fair is fair. I'm SICK of giving money to countries who hate us and allowing horrendous trade imba? https://t.co/BHdeXZ8cBw,N CA where conservatives live,,
972916502255910912,"every time i see a distinction between ""healthy people who don't need good insurance"" and ""sick people who do,"" i'm? https://t.co/WwsqNzsg9g","Berkeley, CA",,
972916000042704896,"@SweetAndSurly ? happens to be our next-door neighbor. In fact, I think he moved in just around the time Piper and? https://t.co/Mjk2CAV3Zl","San Francisco, CA",,
972915584672256000,I?ve been sick for two weeks now. when will it stop ?,"Oakland, CA",,
972915353067008000,RT @allyybo: side bitches be all sick in my DMs ?,Relaxxx,,
972915146497540096,@ananavarro Some pretty sick puppies out there! What next an emotional support shark?,San Francisco,,
972914967698587648,@ihrtsandy ? He?s gonna be so sick of seeing Boba cups once me and Sou are out in Sac with you guys ?,"Concord, California",,
972913963557044224,"Am sick. Slept all day yesterday, working all day today. Still sick. It's great.","San Francisco, CA",,
972913902358065154,"If You?re Sick, Stay Away From Work. If You Can?t, Here Is What Doctors Advise. https://t.co/IsM3X1XTRs","Oakland, CA",,
972913585797062656,TFW u have your first solid gym workout in a month bc of traveling and being sick and running errands and all these? https://t.co/5aXo0QEsO2,"San Francisco, CA",,
972913033184882688,Scum Fuck Flower Boy has slowly become my favorite vinyl record,Antioch California,,
972912624881954816,"RT @SaveRChildrenCa: First Honest Coverage of PizzaGate in Legacy Media 
PizzaGate is a MSM sick joke. PedoGate is absolutely real and Ben?","Sacramento, CA",,
972912459181842432,"To whoever got me sick, FUCK YOU",Somewhere U Not,,
972912032163938304,"@PatrolPointer @carlyvwest @AlieLouWho @NYDailyNews Sorry, Pointer. Home sick with influenza b. Took me a while to? https://t.co/vkL2kZHQOD","Modesto, CA",,
972911579774664704,@MSNBC @CNN I agree. What she said. Everytime you air Trump I get sick to my stomach. If your going to air him then? https://t.co/f1xRz59PFO,"Columbia, California",,
972910768369881088,"RT @nickdoesmyhair: @E1i5a @KLoBootcamp @joncoopertweets Yep, there is no right reason for supporting that sick bastard.",,,
972910639306829824,"Amazon, to me: don't forget you're fucking sick https://t.co/jZZI5FxMii","Oakland, CA",,
972910412457848832,@PaigeVanzantUFC @PaigeVanzantUFC  I just heard you fought with a broken arm.. props to you!! Most people pull a mu? https://t.co/DBZ1plEnUV,"Merced, CA",,
972909243899641856,side bitches be all sick in my DMs ?, OAKLAND CA ,,
972909085967335424,Sick.... all morning I?ve been an hour behind and I diddnt realize because the hour diddnt change in my phone?,"Modesto, CA",,
972908900595916800,"*goes to work two Saturdays in a row without sleeping* 
has two beautiful seamless successful shifts.
*goes to work? https://t.co/shoZnuxury","San Francisco, CA",,
972908731322257414,@tahaozket I wish it would get to that in C! Then at least I could be sick by the pool,San Francisco,,
972908171000860672,"@FoxNews the age of consent in PENN is 16. As sick as it is, by law, there may be nothing the parent, school, police can do about it.","Santa Rosa, CA USA",,
972907342084870144,RT @ugotlefever: anyone know where I can buy this dab rig this is sick https://t.co/cv61dTMV0l,"Akron, OH",,
972907234798825472,"RT @littlestduck68: @chicagotribune Trump's cruelty make me sick, Trump thinks by separating the parents from children in detention facilit?",,,
972906315587584000,@davidfrum STFU David. How many 100s of 1000s of kids died because of your words in Iraq and the Middle East? Other? https://t.co/ZhiCBQ7w3n,"Santa Cruz, CA",,
